PMJ;S/N;gmag;Teff;e_Teff;logg;e_logg;Type;Teff(3D);e_Teff(3D);logg(3D);e_logg(3D);Mass;e_Mass
4290-55527-0136;  2;21.62; 11485; 1068; 8.176; 0.265;DA                ; 11651; 1068; 7.990; 0.270; 0.599; 0.1330
4290-55527-0928;  3;21.53; 10725;  417; 8.815; 0.270;DA                ; 10702;  417; 8.580; 0.270; 0.955; 0.1530
4289-55856-0651;  5;20.99; 10255;  100; 8.600; 0.050;DA                ; 10210;  100; 8.320; 0.050; 0.792; 0.0500
4288-55501-0208;  2;21.75; 10655;  464; 7.524; 0.498;DA                ; 10663;  464; 7.310; 0.500; 0.332; 0.1470
4360-55539-0334;  4;21.26; 10690;  191; 8.287; 0.215;DA                ; 10685;  191; 8.030; 0.210; 0.618; 0.1080
4360-55539-0041;  3;21.61; 11812;  711; 8.380; 0.330;DA                ; 12005;  711; 8.200; 0.330; 0.716; 0.1920
4359-55533-0408;  5;20.61; 10104;  154; 8.030; 0.150;DA                ; 10061;  154; 7.770; 0.150; 0.500; 0.0600
4359-55533-0390;  3;21.30; 11461;  647; 8.360; 0.169;DA                ; 11609;  647; 8.160; 0.170; 0.694; 0.0990
4359-55533-0706;  7;20.59; 10903;  216; 8.515; 0.107;DA                ; 10906;  216; 8.260; 0.110; 0.755; 0.0680
4359-55533-0796;  3;21.68; 10833;  310; 8.295; 0.242;DA                ; 10851;  310; 8.050; 0.240; 0.630; 0.1270
4211-55446-0832;  3;21.24; 10933;  451; 8.740; 0.250;DA                ; 10933;  451; 8.510; 0.250; 0.912; 0.1450
4212-55447-0831;  9;20.19; 13221;  241; 8.096; 0.089;DA                ; 13804;  241; 8.030; 0.090; 0.625; 0.0480
4357-55829-0304;  5;20.84; 10665;  178; 8.710; 0.158;DA                ; 10638;  178; 8.460; 0.160; 0.881; 0.0980
4357-55829-0944;  6;20.79; 10367;  150; 8.221; 0.017;DA                ; 10328;  150; 7.950; 0.020; 0.575; 0.0100
4280-55503-0684;  2;21.79; 11181;  717; 8.524; 0.377;DA                ; 11241;  717; 8.290; 0.380; 0.777; 0.2210
4280-55503-0894;  3;21.52; 11584;  654; 7.819; 0.282;DA                ; 11745;  654; 7.690; 0.280; 0.471; 0.1080
4405-55854-0516; 15;19.12; 10522;   10; 8.043; 0.008;DA                ; 10495;   10; 7.790; 0.010; 0.512; 0.0050
4355-55533-0564;  3;21.45; 11470;  629; 8.183; 0.195;DA                ; 11632;  629; 8.000; 0.200; 0.604; 0.0960
4355-55533-0366;  3;21.59; 10271;  277; 8.184; 0.265;DA                ; 10230;  277; 7.920; 0.270; 0.558; 0.1290
4355-55533-0700;  6;20.68; 13424; 1008; 8.266; 0.097;DA                ; 13990; 1008; 8.200; 0.100; 0.718; 0.0590
4355-55533-0248;  2;22.17; 10364;  263; 8.981; 0.235;DA                ; 10319;  263; 8.740; 0.230; 1.035; 0.1200
4277-55506-0394;  4;21.15; 10521;  235; 8.489; 0.181;DA                ; 10484;  235; 8.200; 0.180; 0.714; 0.1080

